Tribe Full Name,Tribe,Tribe Alternate Name,Tribal Component,Salutation,First Name,Middle Name,Last Name,Suffix,aka,Job Title,Organization,BIA Region,BIA Agency,Address 1,Address 2,City,State,StateName,ZIPCode,Alaska,Phone,Fax,E-mail,Web Site,FEDEX Address 1,FEDEX Address 2,FEDEX City,FEDEX State,FEDEX ZipCode,Date Elected,Next Election,Directory,Notes,ANCSA Region,BLM Region,BOR Region,FWS Region,LCC,NPS Region,USGS Region,Latitude,Longitude,Modified
Native Village of Ambler,Ambler,,Tribe,,Katherine,,Cleveland,,,First Chief,,Alaska,West-Central Alaska Agency,P.O. Box 47,,Ambler,AK,Alaska,99786,Yes,(907) 445-2238,(907) 445-2257,tribemanager@ivisaappaat.org,,1001 Grizzly Way,,Ambler,AK,99786,,,Tribal,,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,67.0861,-157.8514,6/9/2017 16:35
Native Village of Atka,Atka,,Tribe,,Mark,,Snigaroff,,,President,,Alaska,Alaska Regional Office,P.O. Box 47030,,Atka,AK,Alaska,99547,Yes,(907) 839-2229/222-5400,(907) 839-2269,atkaira@gci.net,,116 Laavkix Road,,Atka,AK,99547,,10/3/2017,Tribal,term is yearly,The Aleut Corp.,Alaska,,Region 7 - Alaska,Aleutian and Bering Sea Islands,Alaska,Alaska,52.1961,-174.2006,6/9/2017 16:35
Native Village of Barrow Inupiat Traditional Government,Barrow,,Tribe,,Charles,,Brower,,,President,,Alaska,Fairbanks Agency,P.O. Box 1130,,Barrow,AK,Alaska,99723,Yes,(907) 852-4411,(907) 852-8844, email@nvbarrow.net; charles.brower@nvbarrow.net,NVBITG,6090 Boxer Street,,Barrow,AK,99723,11/1/2016,11/1/2019,Tribal,,Arctic Slope Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,71.2906,-156.7886,2/5/2018 8:06
Native Village of Belkofski,Belkofski,,Tribe,,James,,Kenezuroff,,,President,,Alaska,Alaska Regional Office,P.O. Box 57,,King Cove,AK,Alaska,99612,Yes,(907) 497-3122,(907) 497-3123,kcbtc@arctic.net,,,,,,,9/13/2016,9/1/2017,Tribal,Next election listed as September 2016,The Aleut Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,55.0617,-162.3103,6/12/2017 11:18
Native Village of Brevig Mission,Brevig Mission,,Tribe,,Gilbert,,Tocktoo,,,President,,Alaska,West-Central Alaska Agency,101 Mission Street,P.O. Box 85039,Brevig Mission,AK,Alaska,99785,Yes,(907) 642-4301,(907) 642-2099,tc.kts@kawerak.org,,,,,,,3/28/2018,3/1/2021,Tribal,3 year terms,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,65.3347,-166.4892,4/3/2018 10:12
Native Village of Buckland,Buckland,,Tribe,,Percy,,Ballott,Sr.,,President,,Alaska,West-Central Alaska Agency,P.O. Box 67,,Buckland,AK,Alaska,99727,Yes,(907) 494-2171,(907) 494-2192,tribeclerk@nunachiak.org,,,,,,,,,Tribal,,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,65.9797,-161.1231,3/5/2018 7:38
Native Village of Cantwell,Cantwell,,Tribe,,Rene,,Nicklie,,,President,,Alaska,Alaska Regional Office,P.O. Box 94,,Cantwell,AK,Alaska,99729,Yes,(907) 768-2591,(907) 768-1111,hallvc@mtaonline.net,,,,,,,1/31/2012,1/1/2017,Tribal,Election some time in January 2017,Ahtna Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,63.3917,-148.9508,6/9/2017 16:39
Native Village of Chenega (aka Chanega),Chenega,Chanega,Tribe,,Larry,,Evanoff,,,President,,Alaska,Alaska Regional Office,"3000 C Street, South Wing Suite 200",,Anchorage,AK,Alaska,99503,Yes,(907) 242-5326,(907) 569-6939,iraed@nativevillageofchanega.com,,"3000 C Street, Suite 301",,Anchorage,AK,99503,8/13/2013,8/1/2018,Tribal,"Re-elected, election listed as month, 2 yr term",Chugach Alaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,61.2181,-149.9003,6/9/2017 16:39
Native Village of Chignik Lagoon,Chignik Lagoon,,Tribe,,Clemens,,Grunert,Jr.,,President,,Alaska,Alaska Regional Office,P.O. Box 09,,Chignik Lagoon,AK,Alaska,99565,Yes,(907) 840-2281,(907) 840-2217,clagoon@gci.net,,,,,,,9/1/2011,9/1/2017,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,56.3092,-158.5357,6/9/2017 16:40
Native Village of Chitina,Chitina,,Tribe,,Rose,,Tyone,,,President,,Alaska,Alaska Regional Office,P.O. Box 31,Mile 34.5 Edgerton Highway,Chitina,AK,Alaska,99566,Yes,(907) 823-2215,(907) 823-2285; (907) 823-2276,chitina_village@outlook.com,https://www.nativevillageofchitina.com/,PO Box 31,,Chitina,AK,99566,9/11/2016,5/5/2018,Tribal,"Re-Elected, 2 yr term",Ahtna Inc.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,61.5158,-144.4369,3/20/2018 9:27
"Native Village of Chuathbaluk (Russian Mission, Kuskokwim)",Chuathbaluk,Chuathbaluk Traditional Council,Tribe,,Teresa,,Simeon-Hunter,,,Chairman,,Alaska,Alaska Regional Office,#1 Teen Center Trail,P.O. Box CHU,Chuathbaluk,AK,Alaska,99557-8999,Yes,(907) 467-4313,(907) 467-4113,chuathtradcouncil@gmail.com,Native Village of Chuathbaluk Page,#1 Teen Center Trail,P.O. Box CHU,Chuathbaluk,AK,99557,10/11/2017,9/30/2019,Tribal,2 year term,Calista Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,61.5719,-159.245,10/20/2017 5:46
Native Village of Council,Council,,Tribe,,Chase,,Gray,,,Chairman,,Alaska,West-Central Alaska Agency,P.O. Box 2050,,Nome,AK,Alaska,99762,Yes,(907) 443-7649,(907) 443-5965,tc.cou@kawerak.org,http://www.kawerak.org,606 E. 5th Avenue,,Nome,AK,99762,1/1/2014,1/1/2017,Tribal,no changes as of 12/6/16,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,64.5011,-165.4064,6/9/2017 16:41
Native Village of Deering,Deering,,Tribe,,Alvin,,Iyatunguk,Sr.,,President,,Alaska,West-Central Alaska Agency,P.O. Box 36089,,Deering,AK,Alaska,99736,Yes,(907) 363-2138,(907) 363-2195,tribeadmin@ipnatchiaq.org,,,,,,,1/1/2018,1/1/2020,Tribal,Three Year Term,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,66.0756,-162.7172,3/5/2018 7:38
Native Village of Diomede (aka Inalik),Diomede,Inalik,Tribe,,Robert,F.,Soolook,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 7079,,Diomede,AK,Alaska,99762,Yes,(907) 686-2175,(907) 686-2203,tc.dio@kawerak.org,,,,,,,1/1/2014,,Tribal,While updating the tribe informed us that Robert w,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,65.7582,-168.9519,6/9/2017 16:43
Native Village of Eagle,Eagle,,Tribe,,Freddie,,Stevens,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 19,,Eagle,AK,Alaska,99738,Yes,(907) 547-2281,(907) 547-2274,eaglevillagecouncil@outlook.com,,,,,,,,9/1/2018,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,64.7881,-141.2,1/8/2018 10:32
Native Village of Eek,Eek,,Tribe,,Annie,M.,Pete,,,President,,Alaska,Alaska Regional Office,P.O. Box 89,,Eek,AK,Alaska,99578-0089,Yes,(907) 536-5128,(907) 536-5711,nve89t@yahoo.com,,2 Council Street,,Eek,AK,99578,10/1/2013,10/1/2019,Tribal,Election 1st Tues of Oct; 3 yr term,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.2189,-162.0244,6/9/2017 16:44
Native Village of Ekuk,Ekuk,,Tribe,,Robert,,Heyano,,,President,,Alaska,Alaska Regional Office,P.O. Box 530,,Dillingham,AK,Alaska,99576,Yes,(907) 842-3842,(907) 842-3843,evc@ekukvc.net; terrym@ekukvc.net,,300 Main Street,,Dillingham,AK,99576,,,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.0397,-158.4575,6/12/2017 11:18
Native Village of Ekwok,Ekwok,,Tribe,,Luki,,Akelkok,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 70,,Ekwok,AK,Alaska,99580,Yes,(907) 464-3336,(907) 464-3378,King2rick@yahoo.com,http://www.bbna.com,70 Main Street,,Ekwok,AK,99580,,10/1/2017,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.3497,-157.4753,6/9/2017 16:45
Native Village of Elim,Elim IRA,,Tribe,,Robert,A.,Keith,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 39070,,Elim,AK,Alaska,99739,Yes,(907) 890-3737,(907) 890-3738,tc.eli@kawerak.org,,,,,,,,,Tribal,,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,64.6175,-162.2606,6/9/2017 16:46
Native Village of Eyak (Cordova),Eyak,Cordova,Tribe,,Darrel,,Olsen,,,Chairman,,Alaska,Alaska Regional Office,P.O. Box 1388,,Cordova,AK,Alaska,99574-1388,Yes,(907) 424-7738,(907) 424-7739,reyna@eyak-nsn.gov; ,http://www.eyak-nsn.gov,110 Nicholoff Way,,Cordova,AK,99574,6/3/2016,5/5/2018,Tribal,2 year term,Chugach Alaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,60.5424,-145.7525,10/20/2017 5:46
Native Village of False Pass,False Pass,,Tribe,,Carleen,,Hoblet,,,President,False Pass Tribal Council,Alaska,Alaska Regional Office,P.O. Box 29,,False Pass,AK,Alaska,99583,Yes,(907) 548-2227,(208) 988-2959,fptribaloffice@gmail.com,http://www.apiai.org/tribes/false-pass/,170 Umiak,,False Pass,Alaska,99583,5/23/2015,5/23/2018,Tribal,Alternative phone number of 907-548-4098,The Aleut Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,54.8508,-163.415,6/9/2017 16:47
Native Village of Fort Yukon,Fort Yukon,,Tribe,,Nancy,,James,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 126,3rd and Alder Street,Fort Yukon,AK,Alaska,99740,Yes,(907) 662-2581,(907) 662-2222,michael.hardy@fortyukon.org; raymond.solomon@fortyukon.org,http://www.fortyukon.org,3rd & Alder Street,,Fort Yukon,AK,99740,,10/1/2017,Tribal,"AKA Gwichyaa Zhee Gwich'in Tribal Government, IRA",Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.5673,-145.2513,3/19/2018 9:07
Native Village of Gakona,Gakona,,Tribe,,Darin,,Gene,,,President,,Alaska,Alaska Regional Office,P.O. Box 102,,Gakona,AK,Alaska,99586,Yes,(907) 822-5777,(907) 822-5997,gakonaadmin@cvinternet.net,http://www.nvgakona.com,Mile 4.8 Tok Cut Off,,,,,,,Tribal,7/8/14 the tribe stated they did not know when the,Ahtna Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,62.3019,-145.3019,6/9/2017 16:59
Native Village of Gambell,Gambell,Sivuqaq,Tribe,,Eddie,,Ungott,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 90,,Gambell,AK,Alaska,99742,Yes,(907) 985-5346,(907) 985-5014,tc.gam@kawerak.org; eddieungott@yahoo.com,,,,,,,11/6/2013,11/1/2017,Tribal,,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Aleutian and Bering Sea Islands,Alaska,Alaska,63.7797,-171.7411,6/9/2017 16:59
Native Village of Georgetown,Georgetown,,Tribe,,Traci,,Maczynski,,,Chairperson,,Alaska,Alaska Regional Office,5313 Arctic Boulevard,Suite 104,Anchorage,AK,Alaska,99518,Yes,(907) 274-2195,(907) 274-2196,will.hartman@georgetowntc.com; traci.maczynski@georgetowntc.com,http://www.georgetowntc.com,SAME,,,,,7/19/2014,8/1/2017,Tribal,Election only as month and year,Calista Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,61.2181,-149.9003,11/7/2017 11:22
Native Village of Goodnews Bay,Goodnews Bay,,Tribe,,George,,Bright,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 138,,Goodnews Bay,AK,Alaska,99589-0138,Yes,(907) 967-8929,(907) 967-8330,goodnews907@hotmail.com,,,,,,,,,Tribal,7/8/14 tribe stated that pres was elected in 2013,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.1285,-161.572,6/9/2017 16:59
Native Village of Hamilton,Hamilton,,Tribe,,George,A.E.,Williams,,,President,,Alaska,Alaska Regional Office,P.O. Box 20248,,Kotlik,AK,Alaska,99620,Yes,(907) 899-4252,(907) 899-4202,toriapurple@yahoo.com,,,,,,,,,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,63.0342,-163.5533,6/9/2017 16:59
Native Village of Hooper Bay,Hooper Bay,,Tribe,,Edgar,,Hoelscher,,,Tribal Chief,,Alaska,Alaska Regional Office,P.O. Box 69,,Hooper Bay,AK,Alaska,99604,Yes,(907) 758-4915,(907) 758-4066,edgarh@nvhpb.org; cheryls@nvhpb.org; sandral@nvhpb.org,,,,,,,10/1/2016,10/1/2018,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,61.5311,-166.0967,11/8/2017 6:30
Native Village of Kanatak,Kanatak,,Tribe,,Henry,F.,Forshey,,,President,,Alaska,Alaska Regional Office,P.O. Box 876822,,Wasilla,AK,Alaska,99687,Yes,(907) 357-5991,(907) 357-5992,hfforshey@yahoo.com,http://www.kanatak.com,,,,,,10/30/2011,10/30/2017,Tribal,,Bristol Bay Native Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,61.5814,-149.4394,6/9/2017 16:59
Native Village of Karluk,Karluk,,Tribe,,Alicia,L.,Reft,,,President,,Alaska,Alaska Regional Office,P.O. Box 22,,Karluk,AK,Alaska,99608,Yes,(907) 241-2218,(907) 241-2208,A96lynn@aol.com,,,,,,,,,Tribal,,Koniag Inc.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,57.5719,-154.4556,6/9/2017 16:59
Native Village of Kiana,Kiana,,Tribe,,Daniel,,Douglas,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 69,,Kiana,AK,Alaska,99749,Yes,(907) 475-2109,(907) 475-2180,tribedirector@katyaaq.org; president@katyaaq.org,,69 Kozak Street,,Kiana,AK,99749,10/3/2017,,Tribal,,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.9706,-160.4397,12/12/2017 7:52
Native Village of Kipnuk,Kipnuk,,Tribe,,Paul,Joshua,Paul,,,President,,Alaska,Alaska Regional Office,P.O. Box 57,101 Council Dr.,Kipnuk,AK,Alaska,99614,Yes,(907) 896-5515,(907) 896-5240,qipneq.5515@gmail.com,,101 Council Drive,,Kipnuk,AK,99614,11/1/2017,,Tribal,"Election listed as month and year, 1 yr term",Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.9402,-164.0833,1/23/2018 13:02
Native Village of Kivalina,Kivalina,,Tribe,,Becky,,Norton,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 50051,,Kivalina,AK,Alaska,99750,Yes,(907) 645-2153,(907) 645-2193,tribeadmin@kivaliniq.org; beck_kvls@yahoo.com,,51 Berry Street,,Kivalina,AK,99750,,10/1/2020,Tribal,,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,67.7269,-164.5333,3/5/2018 7:38
Native Village of Kluti-Kaah (aka Copper Center),Kluti-Kaah,Copper Center,Tribe,,John,,Craig,,,President,,Alaska,Alaska Regional Office,P.O. Box 68,Mile 104 Old Richardson Hwy,Copper Center,AK,Alaska,99573-0068,Yes,(907) 822-5541,(907) 822-5130,nvkkadmin@cvinternet.net,http://www.klutikaah.com,Mile 104 Old Richardson Hwy,Apt #68,Copper Center,Alaska,99573-0068,5/1/2015,5/1/2017,Tribal,Election dates listed only as months,Ahtna Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,61.955,-145.3053,6/9/2017 17:00
Native Village of Kobuk,Kobuk,,Tribe,,Johnetta,,Horner,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 51039,,Kobuk,AK,Alaska,99751,Yes,(907) 948-2203,(907) 948-2123,tribeadmin@laugvik.org,,,,,,,1/22/2015,1/1/2016,Tribal,,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.9072,-156.8811,6/9/2017 17:00
Native Village of Kongiganak,Kongiganak,,Tribe,Mr.,Joseph,,Joseph,,,President,,Alaska,Alaska Regional Office,P.O. Box 5069,Akullaam Lavkarra,Kongiganak,AK,Alaska,99545,Yes,(907) 557-5226/5225,(907) 557-5224,kong.tribe@gmail.com,,150 West of School,,Kongiganak,AK,99559-5069,9/1/2016,9/1/2017,Tribal,President serving 3 year terms,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.9599,-162.8903,6/12/2017 11:19
Native Village of Kotzebue,Kotzebue,,Tribe,,Martin,,Shroyer,,,Chair,,Alaska,West-Central Alaska Agency,P.O. Box 296,600 W. 5th Avenue,Kotzebue,AK,Alaska,99752-0296,Yes,(907) 442-3467,(907) 442-2162,nicole.stoops@qira.org; martinshroyer573@gmail.com,http://www.kotzebueira.org,600 W. 5th Avenue,,Kotzebue,AK,99752,5/3/2016,5/1/2019,Tribal,Annual Meetings occur March or April,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,66.8983,-162.5967,6/9/2017 17:00
Native Village of Koyuk,Koyuk,,Tribe,,Leo,,Charles,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 53030,200 Birch Street,Koyuk,AK,Alaska,99753,Yes,(907) 963-3651,(907) 963-2353,tc.kka@kawerak.org,http://www.kawerak.org/communities/koyuk.html,200 Birch Street,,Koyuk,Alaska,99753,12/16/2017,12/16/2018,Tribal,1 year term,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,64.9319,-161.1569,3/5/2018 7:38
Native Village of Kwigillingok,Kwigillingok,,Tribe,,Fred,P.,Phillip,,,President,,Alaska,Alaska Regional Office,P.O. Box 90,,Kwigillingok,AK,Alaska,99622,Yes,(907) 588-8114/8212,(907) 588-8429,kwigtribe@gmail.com; kwkaccounting@yahoo.com,,"Albert Beaver, Sr, Building #90",,Kwigillingok,AK,99622,11/8/2016,11/1/2019,Tribal,2 year term,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.8723,-163.1658,10/30/2017 9:10
Native Village of Kwinhagak (aka Quinhagak),Kwinhagak,Quinhagak,Tribe,,Joshua,,Cleveland,,,President,,Alaska,Alaska Regional Office,P.O. Box 149,,Quinhagak,AK,Alaska,99655,Yes,(907) 556-8165,(907) 556-8166,p.cleveland@kwinhagak.org; tribaladministrator@kwinhagak.org,http://www.kwinhagak.com,149 Carter Road,,Quinhagak,Alaska,99655,10/17/2016,10/1/2018,Tribal,"Election listed as month, year; 3 year term",Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,59.7489,-161.9158,6/14/2017 13:28
Native Village of Larsen Bay,Larsen Bay,,Tribe,,Susan,,Malutin,,,President,,Alaska,Alaska Regional Office,P.O. Box 50,,Larsen Bay,AK,Alaska,99624,Yes,(907) 847-2207,(907) 847-2307,larsenbaytribe@gmail.com,,,,,,,10/3/2017,10/2/2018,Tribal,1 year terms,Koniag Inc.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,57.54,-153.9786,11/7/2017 11:22
Native Village of Marshall (aka Fortuna Ledge),Marshall,Fortuna Ledge,Tribe,,Nicolai,,Duny,,,President,,Alaska,Alaska Regional Office,P.O. Box 110,,Marshall,AK,Alaska,99585,Yes,(907) 679-6302,(907) 679-6187,"john_andrewmlltc@gci.net, nandrewmlltc@gci.net, ruth_fitkamlltc@gci.net",,110 Poltes Avenue,,Marshall,AK,99585,,11/1/2014,Tribal,7/8/14 tribe said that Nicolai was elected in the,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,61.8778,-162.0811,6/9/2017 17:01
Native Village of Mary's Igloo,Mary's Igloo,,Tribe,,Lucy,H.,Oquilluk,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 546,,Teller,AK,Alaska,99778,Yes,(907) 642-3731,(907) 642-2189,tc.mi@kawerak.org; loquilluk@bssd.org,,,,,,,8/10/2011,8/1/2018,Tribal,Election listed as month and year,Bering Straits Native Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,65.2636,-166.3608,10/30/2017 9:10
Native Village of Mekoryuk,Mekoryuk,,Tribe,,Albert,R.,Williams,,,President,,Alaska,Alaska Regional Office,P.O. Box 66,,Mekoryuk,AK,Alaska,99630,Yes,(907) 827-8828,(907) 827-8133,nativevillage.mekoryuk@yahoo.com,http://www.mekoryuktc.org,100 Chase Road,,Mekoryuk,AK,99630,10/20/2013,10/1/2016,Tribal,Annual elections in October,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.3722,-166.2704,6/9/2017 17:01
Native Village of Minto,Minto,,Tribe,,Clifford,,Charlie,,,Chief,,Alaska,Fairbanks Agency,P.O. Box 58026,,Minto,AK,Alaska,99758-0026,Yes,(907) 798-7112,(907) 798-7627,mintovillagecouncil@hotmail.com,,,,,,,1/1/2017,1/1/2019,Tribal,Election listed as month of January,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,65.1533,-149.3369,6/9/2017 17:01
Native Village of Nanwalek (aka English Bay),Nanwalek,English Bay,Tribe,,John,W.,Kvasnikoff,,,First Chief,,Alaska,Alaska Regional Office,P.O. Box 8028,,Nanwalek,AK,Alaska,99603,Yes,(907) 281-2274,(907) 281-2252,nanwalek@yahoo.com,,100 Nikita Street,,Nanwalek,AK,99603,9/2/2011,9/2/2013,Tribal,,Chugach Alaska Corp.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,59.3564,-151.9208,6/9/2017 17:02
Native Village of Napaimute,Napaimute,,Tribe,,Devron,,Hellings,,,President,,Alaska,Alaska Regional Office,P.O. Box 1301,,Bethel,AK,Alaska,99559,Yes,(907) 543-2887,(907) 543-2892,napaimute@gci.net; hellings.family@gmail.com,http://www.napaimute.org,,,,,,1/1/2012,10/8/2016,Tribal,Devron notated that her term goes for 2 years but,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.7922,-161.7558,6/9/2017 17:02
Native Village of Napakiak,Napakiak,,Tribe,,Jacob,N.,Black,,,President,,Alaska,Alaska Regional Office,P.O. Box 34069,1083 Mission Road,Napakiak,AK,Alaska,99634,Yes,(907) 589-2135,(907) 589-2136,nativevillageof_napakiak@yahoo.com,,,,,,,11/1/2016,11/1/2019,Tribal,3 year term,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.6967,-161.9519,6/27/2017 17:23
Native Village of Napaskiak,Napaskiak,,Tribe,,Steven,,Maxie,Jr.,,Chief,,Alaska,Alaska Regional Office,P.O. Box 6009,,Napaskiak,AK,Alaska,99559,Yes,(907) 737-7364,(907) 737-7039,swilliams@napaskiak.org,,,,,,,11/1/2016,10/1/2018,Tribal,Elected on a vacant seat,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.7068,-161.7624,11/21/2017 13:14
Native Village of Nelson Lagoon,Nelson Lagoon,,Tribe,,Paul,E.,Gundersen,,,President,,Alaska,Alaska Regional Office,P.O. Box 913,,Nelson Lagoon,AK,Alaska,99571,Yes,(907) 989-2204,(907) 989-2233,pgunde1361@gci.net; jgunde1125@aol.com,,101 Main Street,,Nelson Lagoon,AK,99571,10/20/2016,10/1/2017,Tribal,"tribe wrote last election Oct 5, next in October. No years listed.",The Aleut Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,56.0019,-161.2028,3/19/2018 9:07
Native Village of Nightmute,Nightmute,,Tribe,,David,,Tulik,,,President,,Alaska,Alaska Regional Office,P.O. Box 90021,101 Changtak Street,Nightmute,AK,Alaska,99690,Yes,(907) 647-6215,(907) 647-6112,negtemiut_tribe@live.com,,101 Changtak Street,,Nightmute,AK,99690,10/1/2017,,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.4794,-164.7239,1/23/2018 13:03
Native Village of Nikolski,Nikolski,,Tribe,,Arnold,,Dushkin,,,President,,Alaska,Alaska Regional Office,P.O. Box 105,,Nikolski,AK,Alaska,99638,Yes,(907) 576-2225,(907) 576-2205,nvnikolski@hotmail.com,,,,,,,,3/1/2017,Tribal,Election is Spring of next year (date not known),The Aleut Corp.,Alaska,,Region 7 - Alaska,Aleutian and Bering Sea Islands,Alaska,Alaska,52.9381,-168.8678,6/9/2017 17:03
Native Village of Noatak,Noatak,,Tribe,,Vernon,,Adams,Sr.,,President,,Alaska,West-Central Alaska Agency,P.O. Box 89,Swamp Street,Noatak,AK,Alaska,99761,Yes,(907) 485-2173  (907) 485-2172,(907) 485-2137,tribeadmin@nautaaq.org,,,,,,,1/1/2013,12/12/2017,Tribal,,NANA Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,67.5711,-162.9653,6/20/2017 10:41
Native Village of Nuiqsut (aka Nooiksut),Nuiqsut,Nooiksut,Tribe,,Margaret,,Pardue,,,President,,Alaska,Fairbanks Agency,P.O. Box 89169,2205 2nd Ave.,Nuiqsut,AK,Alaska,99789,Yes,(907) 480-3010,(907) 480-3009,native.village@astacalaska.net,,2205 2nd Avenue,,Nuiqsut,AK,99789,10/3/2017,10/1/2019,Tribal,,Arctic Slope Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,70.2175,-150.9764,10/20/2017 5:48
Native Village of Nunam Iqua,Nunam Iqua,Native Village of Sheldon's Point,Tribe,,Edward,J.,Adams,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 27,,Nunam Iqua,AK,Alaska,99666,Yes,(907) 498-4184,(907) 498-4185,nunamtribe@gmail.com,,,,,,,10/1/2017,10/1/2020,Tribal,"Election listed as month, year; 3 year term",Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,62.5336,-164.8411,3/13/2018 7:55
Native Village of Nunapitchuk,Nunapitchuk,,Tribe,,Wassilie,,Pleasant,,,President,,Alaska,Alaska Regional Office,P.O. Box 130,103 Johnsons Loop,Nunapitchuk,AK,Alaska,99641,Yes,(907) 527-5705,(907) 527-5711,tribaladmin@yupik.org,,103 Johnsons Loop,,Nunapitchuk,AK,99641,10/6/2015,10/4/2016,Tribal,President's term expires Oct 2017,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.8969,-162.4594,6/9/2017 17:14
